Seller ERP ID,Seller Name,Seller Phone Number,Seller Zone,Seller Region,Seller State,Seller GST,Seller City,Seller Type,Seller Address,Buyer ERP ID,Buyer Name,Buyer Phone Number,Buyer Zone,Buyer Region,Buyer State,Buyer City,Buyer Type,Buyer GST,Shop Type,Outlet Tag,Channel Data,Distributor Outlet Code,Buyer Billing Address,Buyer Shipping Address,SFA Order ID,Order Source,Sales Order ID,ERP Sales Order No,Bill ID,ERP Invoice No,Beat Name,Beat ERP ID,ESM Name,ESM ERP ID,Product ERP ID,Product Name,Product Division,Primary Category,Secondary Category,Display Category Name,Variant,Alternate Category,Standard Unit Conversion Factor,MRP,Batch No,Manufacturing Date,Expiry Date,Unit Price,Ordered Quantity,Short Close Qty,Total Invoiced Super Unit,Super Unit,Total Invoiced Cases,Standard Unit,Total Invoiced Pieces,Unit,Free Quantity _in Pieces_,Invoiced Quantity _all in cases_,Gross Amount,Product Attribute 1,Product Attribute 2,Purchase Price,Buying Value,Profit Value,Trade Discount Percent,Trade Discount Value,Primary Discount Percent,Primary Discount Value,Secondary Discount Percent,Secondary Discount Value,Cash Discount Percent,Cash Discount Value,Gross Amount Less Discount,Total Discount,Net Amount,Margin Value,HSN Code,GST Percent,IGST Tax Rate,IGST Tax Amount,CGST Tax Rate,CGST Tax Amount,SGST Tax Rate,SGST Tax Amount,UTGST Tax Rate,UTGST Tax Amount,Total Tax Value,TCS Value,CESS Value,Net Value,Freight Charges,Delivery ID,Warehouse ERP ID,Reference No,Delivery Status,Stock Segmentation,Is Cancelled,Is Edited,SAP ERP Invoice Number,Factory Name,Factory ERP Id,Grn Purchase Price,IDT Invoice,Invoice Total Value,Remaining Collection Amount,Sales Order Date,Bill Date,Invoiced Total Quantity
19000102,S B Markplus Private Limited-2,9312870870,NULL,NULL,DELHI,07AARCS1463K1ZV,Delhi,SuperStockist,"KHASRA NO. 5/20, 6/16, BUDHPUR, BIJAPUR, DELHI, NORTH WEST DELHI, DELHI, 110036",460307,SAWARIYA TRADING 41496,9643430471,NORTH,DELHI,DELHI,BAWANA,SubStockist,07BKWPV1939A1ZQ,NULL,NULL,GT,NULL,"46, Narela Rd, Ishwar Colony, Bawana, Delhi, 110039, India","46, Narela Rd, Ishwar Colony, Bawana, Delhi, 11003",NULL,direct_sales,SO-10005-0256,NULL,25-26/SBGS-0235,NULL,NULL,NULL,NULL,NULL,FB013402000600000D,Ambarsariya Â Classic Lassi 200 ML*6 KG,Emerging,Beverages,MRP 20,Classic Lassi Ambarsariya 200 Ml,NULL,Lassi - TP,30,20,PGC1903475,13/03/25,11/07/25,16.189,0,0,30,KG,5,CAR,0,PAC,0,5,2428.35,Ambarsariya Â Classic Lassi,Ambarsariya Â Classic Lassi,0,0,2428.35,0,0,3,72.85,0,0,0,0,2473.28,72.85,2355.5,0,4039090,5,0,0,2.5,58.89,2.5,58.89,0,0,117.78,0,0,2473.28,0,DL-10005-0239,161310,NULL,ready_to_dispatch,NULL,NULL,in_progress,NULL,NULL,NULL,NULL,FALSE,518290.05,518290,NULL,15/04/25,150
19000102,S B Markplus Private Limited-2,9312870870,NULL,NULL,DELHI,07AARCS1463K1ZV,Delhi,SuperStockist,"KHASRA NO. 5/20, 6/16, BUDHPUR, BIJAPUR, DELHI, NORTH WEST DELHI, DELHI, 110036",460307,SAWARIYA TRADING 41496,9643430471,NORTH,DELHI,DELHI,BAWANA,SubStockist,07BKWPV1939A1ZQ,NULL,NULL,GT,NULL,"46, Narela Rd, Ishwar Colony, Bawana, Delhi, 110039, India","46, Narela Rd, Ishwar Colony, Bawana, Delhi, 11003",NULL,direct_sales,SO-10005-1310,NULL,25-26/SBGS-1227,NULL,BAWANA (SAWARIYA TRADING 41496),NULL,NULL,NULL,FB075602000600000D,Rajasthani Masala Chaas 200 ML*6 KG,Emerging,Beverages,MRP 15,Rajasthani Masala Chaas 200 Ml,NULL,Butter Milk - TP,30,15,PAEE04,25/04/25,25/04/26,12.1415,0,0,90,KG,15,CAR,0,PAC,0,15,5463.68,Rajasthani Masala Chaas,Rajasthani Masala Chaas,0,0,5463.68,0,0,3,163.91,0,0,0,0,5564.75,163.91,5299.77,0,4039010,5,0,0,2.5,132.49,2.5,132.49,0,0,264.98,0,0,5564.75,0,DL-10005-1231,161310,NULL,ready_to_dispatch,NULL,NULL,in_progress,NULL,NULL,NULL,NULL,FALSE,642632.86,642633,NULL,19/05/25,450
19000102,S B Markplus Private Limited-2,9312870870,NULL,NULL,DELHI,07AARCS1463K1ZV,Delhi,SuperStockist,"KHASRA NO. 5/20, 6/16, BUDHPUR, BIJAPUR, DELHI, NORTH WEST DELHI, DELHI, 110036",460307,SAWARIYA TRADING 41496,9643430471,NORTH,DELHI,DELHI,BAWANA,SubStockist,07BKWPV1939A1ZQ,NULL,NULL,GT,NULL,"46, Narela Rd, Ishwar Colony, Bawana, Delhi, 110039, India","46, Narela Rd, Ishwar Colony, Bawana, Delhi, 11003",NULL,direct_sales,SO-10005-1493,NULL,25-26/SBGS-1383,NULL,BAWANA (SAWARIYA TRADING 41496),NULL,NULL,NULL,FB075602000600000D,Rajasthani Masala Chaas 200 ML*6 KG,Emerging,Beverages,MRP 15,Rajasthani Masala Chaas 200 Ml,NULL,Butter Milk - TP,30,15,36123,14/05/25,14/05/26,12.1415,0,0,60,KG,10,CAR,0,PAC,0,10,3642.45,Rajasthani Masala Chaas,Rajasthani Masala Chaas,0,0,3642.45,0,0,3,109.27,0,0,0,0,3709.84,109.27,3533.18,0,4039010,5,0,0,2.5,88.33,2.5,88.33,0,0,176.66,0,0,3709.84,0,DL-10005-1387,161310,NULL,ready_to_dispatch,NULL,NULL,in_progress,NULL,NULL,NULL,NULL,FALSE,372181.62,372182,NULL,25/05/25,300
19000102,S B Markplus Private Limited-2,9312870870,NULL,NULL,DELHI,07AARCS1463K1ZV,Delhi,SuperStockist,"KHASRA NO. 5/20, 6/16, BUDHPUR, BIJAPUR, DELHI, NORTH WEST DELHI, DELHI, 110036",460307,SAWARIYA TRADING 41496,9643430471,NORTH,DELHI,DELHI,BAWANA,SubStockist,07BKWPV1939A1ZQ,NULL,NULL,GT,NULL,"46, Narela Rd, Ishwar Colony, Bawana, Delhi, 110039, India","46, Narela Rd, Ishwar Colony, Bawana, Delhi, 11003",NULL,direct_sales,SO-10005-1493,NULL,25-26/SBGS-1383,NULL,BAWANA (SAWARIYA TRADING 41496),NULL,NULL,NULL,FDRTA1201250500,Mango Drink 125 ML (5 L C/S),Emerging,Beverages,MRP 10,Mango Drink 125 Ml,NULL,Fruit Based,40,10,34311,14/05/25,10/11/25,7.5885,0,0,25,KG,5,CAR,0,PAC,0,5,1517.7,Mango Drink,Mango Drink,0,0,1517.7,0,0,8.5,129,0,0,0,0,1555.34,129,1388.7,0,20098910,12,0,0,6,83.32,6,83.32,0,0,166.64,0,0,1555.34,0,DL-10005-1387,161310,NULL,ready_to_dispatch,NULL,NULL,in_progress,NULL,NULL,NULL,NULL,FALSE,372181.62,372182,NULL,25/05/25,200
19000102,S B Markplus Private Limited-2,9312870870,NULL,NULL,DELHI,07AARCS1463K1ZV,Delhi,SuperStockist,"KHASRA NO. 5/20, 6/16, BUDHPUR, BIJAPUR, DELHI, NORTH WEST DELHI, DELHI, 110036",460307,SAWARIYA TRADING 41496,9643430471,NORTH,DELHI,DELHI,BAWANA,SubStockist,07BKWPV1939A1ZQ,NULL,NULL,GT,NULL,"46, Narela Rd, Ishwar Colony, Bawana, Delhi, 110039, India","46, Narela Rd, Ishwar Colony, Bawana, Delhi, 11003",NULL,direct_sales,SO-10005-1185,NULL,25-26/SBGS-1094,NULL,BAWANA (SAWARIYA TRADING 41496),NULL,NULL,NULL,FI088300450810000D,Takatak Masala MRP 10|45 GM*8.1 KG,Out of Home,Western Snacks,MRP 10,Takatak Masala MRP 10,NULL,Bridges,180,10,RAEE08,08/05/25,05/09/25,6.8352,1800,0,81,KG,10,CAR,0,PAC,0,10,12303.36,Takatak,Takatak Masala,0,0,12303.36,0,0,5.8,713.59,0,0,0,0,12980.55,713.59,11589.77,0,21069099,12,0,0,6,695.39,6,695.39,0,0,1390.78,0,0,12980.55,0,DL-10005-1098,161310,NULL,ready_to_dispatch,NULL,NULL,in_progress,NULL,NULL,NULL,NULL,FALSE,461241.5,461242,NULL,15/05/25,1800
19000102,S B Markplus Private Limited-2,9312870870,NULL,NULL,DELHI,07AARCS1463K1ZV,Delhi,SuperStockist,"KHASRA NO. 5/20, 6/16, BUDHPUR, BIJAPUR, DELHI, NORTH WEST DELHI, DELHI, 110036",460307,SAWARIYA TRADING 41496,9643430471,NORTH,DELHI,DELHI,BAWANA,SubStockist,07BKWPV1939A1ZQ,NULL,NULL,GT,NULL,"46, Narela Rd, Ishwar Colony, Bawana, Delhi, 110039, India","46, Narela Rd, Ishwar Colony, Bawana, Delhi, 11003",NULL,direct_sales,SO-10005-1617,NULL,25-26/SBGS-1501,NULL,BAWANA (SAWARIYA TRADING 41496),NULL,NULL,NULL,FI088300450810000D,Takatak Masala MRP 10|45 GM*8.1 KG,Out of Home,Western Snacks,MRP 10,Takatak Masala MRP 10,NULL,Bridges,180,10,RAEE25,25/05/25,22/09/25,6.8352,6120,0,275.4,KG,34,CAR,0,PAC,0,34,41831.42,Takatak,Takatak Masala,0,0,41831.42,0,0,5.8,2426.22,0,0,0,0,44133.82,2426.22,39405.2,0,21069099,12,0,0,6,2364.31,6,2364.31,0,0,4728.62,0,0,44133.82,0,DL-10005-1505,161310,NULL,ready_to_dispatch,NULL,NULL,in_progress,NULL,NULL,NULL,NULL,FALSE,246765.9,246766,NULL,29/05/25,6120
19000102,S B Markplus Private Limited-2,9312870870,NULL,NULL,DELHI,07AARCS1463K1ZV,Delhi,SuperStockist,"KHASRA NO. 5/20, 6/16, BUDHPUR, BIJAPUR, DELHI, NORTH WEST DELHI, DELHI, 110036",460307,SAWARIYA TRADING 41496,9643430471,NORTH,DELHI,DELHI,BAWANA,SubStockist,07BKWPV1939A1ZQ,NULL,NULL,GT,NULL,"46, Narela Rd, Ishwar Colony, Bawana, Delhi, 110039, India","46, Narela Rd, Ishwar Colony, Bawana, Delhi, 11003",NULL,direct_sales,SO-10005-1500,NULL,25-26/SBGS-1394,NULL,BAWANA (SAWARIYA TRADING 41496),NULL,NULL,NULL,FI088300450810000D,Takatak Masala MRP 10|45 GM*8.1 KG,Out of Home,Western Snacks,MRP 10,Takatak Masala MRP 10,NULL,Bridges,180,10,RAEE22,20/05/25,17/09/25,6.8352,2340,0,105.3,KG,13,CAR,0,PAC,0,13,15994.37,Takatak,Takatak Masala,0,0,15994.37,0,0,5.8,927.67,0,0,0,0,16874.7,927.67,15066.7,0,21069099,12,0,0,6,904,6,904,0,0,1808,0,0,16874.7,0,DL-10005-1398,161310,NULL,ready_to_dispatch,NULL,NULL,in_progress,NULL,NULL,NULL,NULL,FALSE,170228.87,170229,NULL,25/05/25,2340
19000102,S B Markplus Private Limited-2,9312870870,NULL,NULL,DELHI,07AARCS1463K1ZV,Delhi,SuperStockist,"KHASRA NO. 5/20, 6/16, BUDHPUR, BIJAPUR, DELHI, NORTH WEST DELHI, DELHI, 110036",460307,SAWARIYA TRADING 41496,9643430471,NORTH,DELHI,DELHI,BAWANA,SubStockist,07BKWPV1939A1ZQ,NULL,NULL,GT,NULL,"46, Narela Rd, Ishwar Colony, Bawana, Delhi, 110039, India","46, Narela Rd, Ishwar Colony, Bawana, Delhi, 11003",NULL,direct_sales,SO-10005-1500,NULL,25-26/SBGS-1394,NULL,BAWANA (SAWARIYA TRADING 41496),NULL,NULL,NULL,FI088300450810000D,Takatak Masala MRP 10|45 GM*8.1 KG,Out of Home,Western Snacks,MRP 10,Takatak Masala MRP 10,NULL,Bridges,180,10,RAEE20,19/05/25,16/09/25,6.8352,4140,0,186.3,KG,23,CAR,0,PAC,0,23,28297.73,Takatak,Takatak Masala,0,0,28297.73,0,0,5.8,1641.27,0,0,0,0,29855.24,1641.27,26656.46,0,21069099,12,0,0,6,1599.39,6,1599.39,0,0,3198.78,0,0,29855.24,0,DL-10005-1398,161310,NULL,ready_to_dispatch,NULL,NULL,in_progress,NULL,NULL,NULL,NULL,FALSE,170228.87,170229,NULL,25/05/25,4140
19000102,S B Markplus Private Limited-2,9312870870,NULL,NULL,DELHI,07AARCS1463K1ZV,Delhi,SuperStockist,"KHASRA NO. 5/20, 6/16, BUDHPUR, BIJAPUR, DELHI, NORTH WEST DELHI, DELHI, 110036",460307,SAWARIYA TRADING 41496,9643430471,NORTH,DELHI,DELHI,BAWANA,SubStockist,07BKWPV1939A1ZQ,NULL,NULL,GT,NULL,"46, Narela Rd, Ishwar Colony, Bawana, Delhi, 110039, India","46, Narela Rd, Ishwar Colony, Bawana, Delhi, 11003",NULL,direct_sales,SO-10005-1500,NULL,25-26/SBGS-1394,NULL,BAWANA (SAWARIYA TRADING 41496),NULL,NULL,NULL,FI088300450810000D,Takatak Masala MRP 10|45 GM*8.1 KG,Out of Home,Western Snacks,MRP 10,Takatak Masala MRP 10,NULL,Bridges,180,10,RAEE19,19/05/25,16/09/25,6.8352,4320,0,194.4,KG,24,CAR,0,PAC,0,24,29528.06,Takatak,Takatak Masala,0,0,29528.06,0,0,5.8,1712.63,0,0,0,0,31153.29,1712.63,27815.43,0,21069099,12,0,0,6,1668.93,6,1668.93,0,0,3337.86,0,0,31153.29,0,DL-10005-1398,161310,NULL,ready_to_dispatch,NULL,NULL,in_progress,NULL,NULL,NULL,NULL,FALSE,170228.87,170229,NULL,25/05/25,4320
19000102,S B Markplus Private Limited-2,9312870870,NULL,NULL,DELHI,07AARCS1463K1ZV,Delhi,SuperStockist,"KHASRA NO. 5/20, 6/16, BUDHPUR, BIJAPUR, DELHI, NORTH WEST DELHI, DELHI, 110036",460307,SAWARIYA TRADING 41496,9643430471,NORTH,DELHI,DELHI,BAWANA,SubStockist,07BKWPV1939A1ZQ,NULL,NULL,GT,NULL,"46, Narela Rd, Ishwar Colony, Bawana, Delhi, 110039, India","46, Narela Rd, Ishwar Colony, Bawana, Delhi, 11003",NULL,direct_sales,SO-10005-1569,NULL,25-26/SBGS-1465,NULL,BAWANA (SAWARIYA TRADING 41496),NULL,NULL,NULL,FI088300450810000D,Takatak Masala MRP 10|45 GM*8.1 KG,Out of Home,Western Snacks,MRP 10,Takatak Masala MRP 10,NULL,Bridges,180,10,RAEE24,24/05/25,21/09/25,6.8352,6300,0,283.5,KG,35,CAR,0,PAC,0,35,43061.76,Takatak,Takatak Masala,0,0,43061.76,0,0,5.8,2497.58,0,0,0,0,45431.88,2497.58,40564.18,0,21069099,12,0,0,6,2433.85,6,2433.85,0,0,4867.7,0,0,45431.88,0,DL-10005-1469,161310,NULL,ready_to_dispatch,NULL,NULL,in_progress,NULL,NULL,NULL,NULL,FALSE,199275.26,199275,NULL,28/05/25,6300
