Distributor Name,Display Category,Product Erp Id,ProductId,SKU Name,CompanyId,Pcs/Box,IsActive,Current Stock In Case,Current Stock In Pcs,CurrentStock_SuperUnit_,Total Current Stock in Pcs,PendingOrderQtyInCase,PendingOrderPcs,Pending Order Super Unit,Total Pending Order _Unit_,InTransitInboundQtyInCase,InTransitInboundQtyInPcs,In Transit Inbound Qty in Super Unit,InTransitInboundTotalPcs,Damaged Qty In Case,Damaged Qty In Pcs,Damaged Qty in Super Unit,Damaged Total Pcs,Expired Qty In Case,Expired Qty In Pcs,Expired Qty in Super Unit,ExpiredTotalPcs,Mfg Date,Exp Date,Days to Expire,Shelf Life %,Price/Pcs,MRP,Total Value,Total Volume,Alternate Category,Product Attribute Text 1,Product Attribute Text 2,Distributor Erp Id
S B Markplus Private Limited-2,Long Sev 200 Gm,FD049102000600000D,992,Long Sev 200 GM*6 KG,111290,30,Yes,13,0,78,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28/07/25,25/12/25,147,0.98,38.67169048,55,15081.885,3016.391857,Sev Namkeen,Long Sev,Long Sev,19000102
S B Markplus Private Limited-2,Methi Sev 200 Gm,FD057702000600000D,996,Methi Sev 200 GM*6 KG,111290,30,Yes,7,0,42,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/05/25,11/10/25,72,0.45,38.67175,55,8121.015,1624.2135,Sev Namkeen,Methi Sev,Methi Sev,19000102
S B Markplus Private Limited-2,Chana Jor Garam MRP 5,FD020400220660000D,1009,Chana Jor Garam MRP 5|22 GM*6.6 KG,111290,300,Yes,75,0,494.9406071,22500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,07/07/25,04/11/25,96,0.8,3.4292,5,77157,1697.25033,Mix/Chivra/Chanachur,Chana Jor Garam,Chana Jor Garam,19000102
S B Markplus Private Limited-2,Chatpata Mixture MRP 10,FD020900381094400D,1015,Chatpata Mixture MRP 10|38GM*10.944KG,111290,288,Yes,104,0,1137.993921,29952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20/07/25,17/11/25,109,0.908333333,6.858200571,10,205419.8016,7804.590559,Mix/Chivra/Chanachur,Chatpata Mixture,Chatpata Mixture,19000102
S B Markplus Private Limited-2,Fatafat Bhel MRP 5,FD029000200720000D,1034,Fatafat Bhel MRP 5|20GM*7.2KG,111290,360,Yes,42,0,302.4,15120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05/07/25,02/11/25,94,0.783333333,3.429143243,5,51849.504,1036.972917,Mix/Chivra/Chanachur,Fatafat Bhel,Fatafat Bhel,19000102
S B Markplus Private Limited-2,Teekha Meetha 150 Gm,FD089301500960000D,1038,Teekha Meetha 150 GM*9.6 KG,111290,64,Yes,21,0,201.4992504,1344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13/03/25,13/10/25,74,0.345794393,28.12494286,40,37800,5667.154903,Mix/Chivra/Chanachur,Teekha Meetha,Teekha Meetha,19000102
S B Markplus Private Limited-2,Nut Cracker-420-Gm,FE061904201260000D,1055,Nut Cracker 420GM*12.6KG,111290,30,Yes,94,0,1184.87395,2820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28/07/25,25/12/25,147,0.98,77.34307358,110,218107.542,91641.79307,Peanuts,Nut Cracker,Nut Cracker,19000102
S B Markplus Private Limited-2,Khatta Meetha MRP 5,FD045900201008000D,1066,Khatta Meetha MRP 5|20 GM*10.08 KG,111290,504,Yes,474,0,4777.92,238896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28/07/25,25/12/25,147,0.98,3.429076923,5,819222.1632,16383.85521,Mix/Chivra/Chanachur,Khatta Meetha,Khatta Meetha,19000102
S B Markplus Private Limited-2,Khatta Meetha MRP 20,FD045900750750000D,1088,Khatta Meetha MRP 20|75GM*7.5KG,111290,100,Yes,8,0,60.01500375,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22/06/25,20/10/25,81,0.675,13.338125,20,10670.8,800.4876219,Mix/Chivra/Chanachur,Khatta Meetha,Khatta Meetha,19000102
S B Markplus Private Limited-2,Papad Medium Masala-200-Gm,FK341602001600000D,1111,Papad Medium Masala-200 GM*16 KG,111290,80,Yes,4,0,64,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/06/25,30/11/25,122,0.677777778,48.0241,65,15367.712,3073.5424,Papad,Papad,Papad Medium Masala,19000102
S B Markplus Private Limited-2,Navratan Mix MRP 5,FD061700201008000D,1176,Navratan Mix MRP 5|20 GM*10.08 KG,111290,504,Yes,170,0,1713.6,85680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20/07/25,17/12/25,139,0.926666667,3.429104724,5,293813.856,5876.113856,Mix/Chivra/Chanachur,Navratan Mix,Navratan Mix,19000102
S B Markplus Private Limited-2,Ratlami Mixture MRP 5,FD076500180518400D,1210,Ratlami Mixture MRP 5|18 GM*5.184 KG,111290,288,Yes,36,0,186.6090713,10368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20/07/25,22/11/25,114,0.912,3.4291,5,35553.9456,639.9011663,Mix/Chivra/Chanachur,Ratlami Mixture,Ratlami Mixture,19000102
S B Markplus Private Limited-2,Teekha Meetha MRP 10,FD089300420840000D,1215,Teekha Meetha MRP 10|42 GM*8.4 KG,111290,200,Yes,37,0,310.7937841,7400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14/06/25,12/10/25,73,0.608333333,6.8581,10,50751.42,2131.454851,Mix/Chivra/Chanachur,Teekha Meetha,Teekha Meetha,19000102
S B Markplus Private Limited-2,Chips Salted MRP 15,FI320900350420000D,1224,Chips Salted MRP 15|35 GM*4.2 KG,111290,120,Yes,142,0,596.4298215,17040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17/07/25,14/11/25,106,0.883333333,7.3486,15,125220.144,4382.924186,Potato Wafers,Chips,Chips Salted,19000102
S B Markplus Private Limited-2,Chips Sour Cream & Onion MRP 15,FI097200350420000D,1227,Chips Sour Cream & Onion 35GM*4.2KG,111290,120,Yes,206,0,865.2432622,24720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12/07/25,09/11/25,101,0.841666667,7.34876,15,181657.392,6358.465075,Potato Wafers,Chips,Chips Sour Cream & Onion,19000102
S B Markplus Private Limited-2,Teekha Meetha MRP 5,FD089300200720001D,1241,Teekha Meetha MRP 5|20 GM*7.2 KG,111290,360,Yes,44,0,316.8,15840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/07/25,30/10/25,91,0.758333333,3.429133333,5,54318.528,1086.34944,Mix/Chivra/Chanachur,Teekha Meetha,Teekha Meetha,19000102
S B Markplus Private Limited-2,Chana Cracker H.J. MRP 5,FE019600180972000D,1295,Chana Cracker H.J. MRP 5|18GM*9.72KG,111290,540,Yes,147,0,1428.725702,79380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28/07/25,25/12/25,147,0.98,3.659326214,5,290356.164,5228.173413,Chana,Chana Cracker,Chana Cracker Heeng Jeera,19000102
S B Markplus Private Limited-2,Mexilla Flaming Hot MRP 20,FI058000750450001D,1358,Mexilla Flaming Hot MRP 20|75 GM*4.5 KG,111290,60,Yes,24,0,108.0270068,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19/07/25,16/11/25,108,0.9,12.24659487,20,17636.544,1322.962987,Mexilla,Mexilla,Mexilla Flaming Hot,19000102
S B Markplus Private Limited-2,Mexilla Mexican Tomato MRP 20,FI058300750450001D,1374,Mexilla Mexican Tomato 75GM*4.5 KG,111290,60,Yes,37,0,166.5416354,2220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14/07/25,11/11/25,103,0.858333333,12.24780984,20,27189.672,2039.77028,Mexilla,Mexilla,Mexilla Mexican Tomato,19000102
S B Markplus Private Limited-2,Mexilla Nacho Cheese MRP 20,FI058400750450001D,1378,Mexilla Nacho Cheese MRP 20|75 GM*4.5 KG,111290,60,Yes,80,0,360.0900225,4800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24/07/25,21/11/25,113,0.941666667,12.24778571,20,58788.48,4410.305434,Mexilla,Mexilla,Mexilla Nacho Cheese,19000102
S B Markplus Private Limited-2,Gup Shup Peanut MRP 5,FE039200180907200D,1388,Gup Shup Peanut MRP 5|18 GM*9.072 KG,111290,504,Yes,105,0,952.4838013,52920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25/07/25,21/11/25,113,0.949579832,3.429071134,5,181473.264,3266.134709,Peanuts,Gup Shup,Gup Shup Peanut,19000102
S B Markplus Private Limited-2,Nut Cracker Curry Pepper MRP 10,FE061900361080000D,1417,Nut Cracker Curry Pepper 36 GM * 10.8 KG,111290,300,Yes,29,0,313.174946,8700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20/05/25,10/10/25,71,0.496503497,6.858233333,10,59667.21,2147.826854,Peanuts,Nut Cracker,Nut Cracker,19000102
S B Markplus Private Limited-2,Snaclite Finger MRP 5,FI369100200288001D,1442,Snac Lite Finger 20 GM * 2.88 KG,111290,144,Yes,193,0,555.84,27792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25/07/25,22/11/25,114,0.95,3.347661538,5,93036.4992,1860.76419,Extruded,Snac Lite,Snac Lite Finger,19000102
S B Markplus Private Limited-2,Pasta Macaroni 400 Gm,FK065304501440001D,1467,Pasta Macaroni 450 GM*14.4 KG,111290,32,Yes,4,0,57.65765766,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/06/25,04/06/26,308,0.843835616,27.2292,45,3485.3632,1569.971892,Pasta,Pasta,Pasta Macaroni,19000102
S B Markplus Private Limited-2,Nut Roast Peanut Roasted (Tandoori) MRP 5,FE067100160806401D,1477,Nut Roast(Tandoori)MRP5|16GM*8.064KG,111290,504,Yes,25,0,201.6,12600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/06/25,03/06/26,307,0.84109589,3.427133333,5,43207.92,690.91008,Peanuts,Nut Roast,Peanut Roasted (Tandoori),19000102
S B Markplus Private Limited-2,Peanut Roasted(Crushed)MRP10,FE077200341020000D,1491,PeanutRoasted(Crushed)MRP10|34GM*10.2KG,111290,300,Yes,102,0,1040.462428,30600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19/07/25,16/11/25,108,0.9,6.858198,10,209863.98,7135.697341,Peanuts,Roasted (Crushed),Roasted (Crushed) Peanut,19000102
S B Markplus Private Limited-2,Nut Roast Peanut Roasted (Tandoori) 140 Gm,FE067101400560000D,1517,Peanut Roasted(Tandoori) 140GM*5.6KG,111290,40,Yes,8,0,44.81792717,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/06/25,01/06/26,305,0.835616438,46.0682,70,14741.888,2064.681232,Peanuts,Nut Roast,Peanut Roasted (Tandoori),19000102
S B Markplus Private Limited-2,Takatak Masala MRP 25,FI122500950760000D,1519,Takatak Chatpata Masala 95 GM * 7.6 KG,111290,80,Yes,25,0,189.9335233,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/07/25,30/10/25,91,0.758333333,13.0637,25,26127.4,2481.234568,Bridges,Takatak,Takatak Chatpata Masala,19000102
S B Markplus Private Limited-2,Snac Lite Fries MRP 25,FI227500560302400D,1529,Snac Lite Fries 56 GM * 3.024 KG,111290,54,Yes,36,0,108.8465845,1944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/07/25,31/10/25,92,0.766666667,13.0637,25,25395.8328,1421.939127,Extruded,Snac Lite,Snac Lite Fries,19000102
S B Markplus Private Limited-2,Boondi Plain 200 Gm,FD018002101008000D,1531,Boondi Plain 210 GM * 10.08 KG,111290,48,Yes,177,0,1784.87395,8496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25/07/25,22/12/25,144,0.96,38.6715,55,328553.064,69023.75294,Besan Namkeen,Boondi,Boondi Plain,19000102
S B Markplus Private Limited-2,Boondi Masala 200 Gm,FD017802101008000D,1532,Boondi Masala 210 GM * 10.08 KG,111290,48,Yes,75,0,756.302521,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23/07/25,20/12/25,142,0.946666667,38.6715,55,139217.4,29247.35294,Besan Namkeen,Boondi,Boondi Masala,19000102
S B Markplus Private Limited-2,Peanut Salted MRP 20,FE081200720720000D,1533,Salted Peanut MRP 20|72 GM*7.2 KG,111290,100,Yes,45,0,323.9740821,4500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15/06/25,12/10/25,73,0.613445378,13.33815517,20,60023.25,4321.216579,Peanuts,Salted Peanut,Salted Peanut,19000102
S B Markplus Private Limited-2,Boondi Raita 200 Gm,FD018102101008000D,1538,Boondi Raita 210 GM * 10.08 KG,111290,48,Yes,86,0,867.2268908,4128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18/07/25,15/12/25,137,0.913333333,38.6715,55,159635.952,33536.96471,Besan Namkeen,Boondi,Boondi Raita,19000102
S B Markplus Private Limited-2,Vanilla MRP 10,FI067300250500001D,1541,Peeloz Vanilla 25 GM * 5 KG,111290,200,Yes,97,0,485,19400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22/07/25,22/07/26,356,0.975342466,6.455222222,10,120334.32,3130.782778,Confectionery,Peeloz,Peeloz French Vanilla,19000102
S B Markplus Private Limited-2,Banana Chips Yellow MRP 10,FI015600150300000D,1552,Banana Chips Yellow MRP 10|15 GM*3 KG,111290,200,Yes,11,0,32.99835008,2200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/07/25,01/11/25,93,0.775,6.5319875,10,14370.18,215.5448103,Banana Chips,Banana Chips,Banana Chips Yellow,19000102
S B Markplus Private Limited-2,Mexilla Nacho Cheese MRP 10,FI058400400480001D,1562,Mexilla Nacho Cheese 40 GM * 4.8 KG,111290,120,Yes,40,0,192,4800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24/07/25,21/11/25,113,0.941666667,6.531917391,10,31353.12,1254.128139,Bridges,Mexilla,Mexilla Nacho Cheese,19000102
S B Markplus Private Limited-2,Panga Teekha Achari MRP 10,FI350600820492000D,1650,Panga Teekha Achari MRP 20|82GM*4.92KG,111290,60,Yes,11,0,54.09836066,660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06/06/25,22/10/25,83,0.601449275,12.24773333,20,8083.416,662.5822951,Bridges,Panga,Panga Teekha Achari,19000102
S B Markplus Private Limited-2,Takatak Masala MRP 15,FI088300500540001D,1685,Takatak Masala MRP 15|50 GM*5.4 KG,111290,108,Yes,98,0,529.2,10584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17/07/25,14/11/25,106,0.883333333,7.3488,15,77777.5824,3888.98496,Bridges,Takatak,Takatak Masala,19000102
S B Markplus Private Limited-2,Takatak Masala MRP 5,FI088300200480001D,1710,Takatak Masala MRP 5|20 GM*4.8 KG,111290,240,Yes,377,0,1809.6,90480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30/07/25,27/11/25,119,0.991666667,3.50617234,5,304664.256,6344.769467,Bridges,Takatak,Takatak Masala,19000102
S B Markplus Private Limited-2,Popcorn salted MRP 10,FI564600180216000D,1829,Popcorn Salted MRP 10|18GM*2.16KG,111290,120,Yes,1,0,2.159827214,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17/06/25,17/06/26,321,0.879452055,6.138828571,10,734.856,13.25880901,Extruded,Popcorn,Pop Corn-Salted,19000102
S B Markplus Private Limited-2,Mexilla Flaming Hot MRP 5,FI058000180345602D,1984,Mexilla Flaming Hot MRP 5|18 GM*3.456 KG,111290,192,Yes,35,0,120.950324,6720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19/07/25,16/11/25,108,0.9,3.263292593,5,21946.848,394.6962963,Mexilla,Mexilla,Mexilla Flaming Hot,19000102
S B Markplus Private Limited-2,Mexilla Mexican Tomato MRP 5,FI058300180345602D,1992,Mexilla Mexican Tomato 18 GM*3.456 KG,111290,192,Yes,32,0,110.5831533,6144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15/06/25,23/10/25,84,0.646153846,3.26594878,5,20065.6896,361.1589148,Mexilla,Mexilla,Mexilla Mexican Tomato,19000102
S B Markplus Private Limited-2,Mexilla Nacho Cheese MRP 5,FI058400180345602D,1997,Mexilla Nacho Cheese 18 GM*3.456 KG,111290,192,Yes,29,0,100.2159827,5568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15/07/25,12/11/25,104,0.866666667,3.261332258,5,18184.5312,326.8376172,Mexilla,Mexilla,Mexilla Nacho Cheese,19000102
S B Markplus Private Limited-2,Chips Aloo Masala MRP 20,FI001600600540000D,2043,Chips Aloo Masala MRP 20|60 GM*5.4 KG,111290,90,Yes,133,0,718.0563887,11970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/07/25,01/11/25,93,0.775,12.24782857,20,146603.772,8794.631554,Potato Wafers,Chips,Chips Aloo Masala,19000102
S B Markplus Private Limited-2,Chips Cream N Onion MRP 10,FI001800300450001D,2046,Chips Cream N Onion MRP 10|30 GM*4.5 KG,111290,150,Yes,143,0,643.5643564,21450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28/07/25,30/11/25,122,0.976,7.094810135,10,152292.855,4565.966919,Potato Wafers,Chips,Chips Cream N Onion,19000102
S B Markplus Private Limited-2,Chips Masala MRP 10,FI002000300450001D,2084,Chips Masala MRP 10|30 4.5 KG,111290,150,Yes,397,0,1786.678668,59550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28/07/25,30/11/25,122,0.976,7.099959574,10,422799.045,12685.34631,Potato Wafers,Chips,Chips Masala,19000102
S B Markplus Private Limited-2,Chips Masala MRP 15,FI002000350420000D,2097,Chips Masala MRP 15|35 GM*4.2 KG,111290,120,Yes,102,0,428.4214211,12240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,07/07/25,04/11/25,96,0.8,7.3486,15,89946.864,3148.297655,Potato Wafers,Chips,Chips Masala,19000102
S B Markplus Private Limited-2,Chips Masala MRP 5,FI002000130312001D,2102,Chips Masala MRP 5|13 GM*3.12 KG,111290,240,Yes,412,0,1285.49142,98880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28/07/25,24/11/25,116,0.974789916,3.549697126,5,351014.112,4563.105198,Potato Wafers,Chips,Chips Masala,19000102
S B Markplus Private Limited-2,Chips Pudina Treat MRP 5,FI002200130312000D,2134,Chips Pudina Treat MRP 5|13 GM*3.12 KG,111290,240,Yes,196,0,611.5444618,47040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20/07/25,17/11/25,109,0.908333333,3.547104478,5,166987.296,2169.212099,Potato Wafers,Chips,Chips Pudina Treat,19000102
S B Markplus Private Limited-2,Chips Tomato MRP 20,FI002800550396000D,2223,Chips Tomato MRP 20|55 GM*3.96 KG,111290,72,Yes,16,0,63.36633663,1152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16/07/25,13/11/25,105,0.875,12.247856,20,14109.2352,776.1017663,Potato Wafers,Chips,Chips Tomato,19000102
S B Markplus Private Limited-2,Chips Salted MRP 10,FI320900300450001D,2256,Chips Salted MRP 10|30 4.5 KG,111290,150,Yes,811,0,3649.864986,121650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29/07/25,01/12/25,123,0.984,7.099948524,10,863702.835,25913.85352,Potato Wafers,Chips,Chips Salted,19000102
S B Markplus Private Limited-2,Chips Siracha MRP 5,FI564400130312001D,2283,Chips Siracha MRP 5|13 GM*3.12 KG,111290,240,Yes,60,0,187.2074883,14400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06/06/25,11/10/25,72,0.566929134,3.549931579,5,51118.56,664.5737745,Potato Wafers,Chips,Chips Siracha,19000102
S B Markplus Private Limited-2,Peeloz Choco Block-30-Gm,FI067200250500001D,2337,Peeloz Choco Block 25 GM * 5 KG,111290,200,Yes,328,0,1640,65600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24/07/25,24/07/26,358,0.980821918,6.2028,10,406903.68,10172.592,Confectionery,Peeloz,Peeloz Choco Block,19000102
S B Markplus Private Limited-2,Peeloz Orange-30-Gm,FI067400250500001D,2344,Peeloz Orange 25 GM * 5 KG,111290,200,Yes,93,0,465,18600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22/07/25,22/07/26,356,0.975342466,6.409327273,10,115372.08,2980.337182,Confectionery,Peeloz,Peeloz Orange,19000102
S B Markplus Private Limited-2,Peeloz Strawberry-30-Gm,FI067500250500001D,2347,Peeloz Strawberry 25 GM * 5 KG,111290,200,Yes,103,0,515,20600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22/07/25,22/07/26,356,0.975342466,6.336435294,10,127777.68,3263.264176,Confectionery,Peeloz,Peeloz Strawberry,19000102
S B Markplus Private Limited-2,Gulab Jamun 1 Kg,FH039010001200001D,2370,Gulab Jamun 1KG*12 KG,111290,12,Yes,236,0,2832,2832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,09/07/25,05/01/26,158,0.877777778,166.8028269,225,477895.752,472385.6058,Chenna,Gulab Jamun,Gulab Jamun,19000102
S B Markplus Private Limited-2,Raj Bhog 1 Kg,FH075410001200001D,2385,Raj Bhog 1 KG*12 KG,111290,12,Yes,2,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25/07/25,22/12/25,144,0.96,205.16265,270,4859.9592,4923.9036,Chenna,Raj Bhog,Raj Bhog,19000102
S B Markplus Private Limited-2,Rasgulla 1 Kg,FH076110001200002D,2394,Rasgulla (DOM)1 KG*12 KG,111290,12,Yes,349,0,4188,4188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26/07/25,22/01/26,175,0.972222222,162.9028744,220,691014.1368,682237.2381,Chenna,Rasgulla,Rasgulla,19000102
S B Markplus Private Limited-2,Rasmalai 1 Kg,FH076210001200001D,2416,Rasmalai 1 KG*12 KG,111290,12,Yes,5,0,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/07/25,30/11/25,122,0.813333333,187.4984,250,11249.904,11249.904,Chenna,Rasmalai,Rasmalai,19000102
S B Markplus Private Limited-2,Burfee Dodha 350 Gm,FH027203500700000D,2457,Dodha Burfee 350 GM*7 KG,111290,20,Yes,19,0,132.8671329,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20/07/25,18/09/25,49,0.816666667,189.6771,260,72077.298,25201.85245,Milk Based,Burfee,Dodha,19000102
S B Markplus Private Limited-2,Soan Papdi Desi Ghee 500 Gm,FH083605001000001D,2482,Soan Papdi Desi Ghee 500 GM*10 KG,111290,20,Yes,236,0,2360,4720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06/07/25,03/12/25,125,0.833333333,164.9006308,215,762888.408,389165.4886,Soan Papdi,Soan Papdi Ghee,Soan Papdi Desi Ghee,19000102
S B Markplus Private Limited-2,Papad Punjabi 200 Gm,FK064302001600000D,2577,Papad Punjabi 200 GM*16 KG,111290,80,Yes,5,0,80,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19/03/25,27/10/25,88,0.396396396,48.02405405,65,19209.6,3841.924324,Papad,Papad,Papad Punjabi,19000102
S B Markplus Private Limited-2,Vermicelli Roasted 900 Gm,FK090608501700001D,2629,Vermicelli Roasted 850 GM*17 KG,111290,20,Yes,34,0,576.2711864,680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23/07/25,23/07/26,357,0.978082192,64.54388571,100,43889.784,37194.7816,Vermicelli,Vermicelli,Vermicelli Roasted,19000102
S B Markplus Private Limited-2,Vermicelli-450-Gm,FK116104251700000D,2644,Vermicelli-450-Gm|425 GM*17 KG,111290,40,Yes,35,0,595.7446809,1400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20/07/25,20/07/26,354,0.969863014,29.04487143,45,40662.58,17303.32766,Vermicelli,Vermicelli,Vermicelli,19000102
S B Markplus Private Limited-2,Vermicelli-Roasted-10-Mrp,FK120200801360002D,2650,Vermicelli-Roasted-10-Mrp|80 GM*13.6 KG,111290,170,Yes,26,0,353.6,4420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27/06/25,27/06/26,331,0.906849315,6.4543,10,28528.448,2282.24048,Vermicelli,Vermicelli,Vermicelli-Roasted,19000102
S B Markplus Private Limited-2,Minute Khana Kadhi Pakoda And Rice,FO179603750750000D,2673,Kadhi Pakoda And Rice(RLY) 375 GM*7.5 KG,111290,20,Yes,3,0,22.47191011,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,09/07/25,09/07/26,343,0.939726027,92.18004545,150,5530.806,2071.461696,RTE Combos,Minute Khana,Kadhi Pakoda And Rice,19000102
S B Markplus Private Limited-2,Minute Khana Mutter Paneer And Rice,FO179803750750000D,2678,MutterPaneer&Rice(RLY) 375 GM*7.5 KG,111290,20,Yes,3,0,22.47191011,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08/07/25,08/07/26,342,0.936986301,110.6160765,180,6636.966,2485.754527,RTE Combos,Minute Khana,Mutter Paneer And Rice,19000102
S B Markplus Private Limited-2,Minute Khana Yellow Dal And Rice,FO180103750750000D,2683,Yellow Dal And Rice(RLY) 375 GM*7.5 KG,111290,20,Yes,1,0,7.490636704,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08/07/25,08/07/26,342,0.936986301,92.18005,150,1843.602,690.4872659,RTE Combos,Minute Khana,Yellow Dal And Rice,19000102
S B Markplus Private Limited-2,Minute Khana Dal Makhani,FO097803000600000D,2688,Dal Makhani 300 GM*6 KG,111290,20,Yes,1,0,6.006006006,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26/07/25,26/07/26,360,0.98630137,64.74574,100,1294.91,388.8633033,RTE Curries,Minute Khana,Dal Makhani,19000102
S B Markplus Private Limited-2,Minute Khana Paneer Makhani,FO098203000600000D,2696,Paneer Makhani 300 GM*6 KG,111290,20,Yes,6,0,36.03603604,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08/07/25,08/07/26,342,0.936986301,101.3980571,165,12167.772,3653.984041,RTE Curries,Minute Khana,Paneer Makhani,19000102
S B Markplus Private Limited-2,Minute Khana Dal Tadka,FO100303000600000D,2707,Dal Tadka 300 GM*6 KG,111290,20,Yes,3,0,18.01801802,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08/07/25,08/07/26,342,0.936986301,58.271,90,3496.26,1049.927928,RTE Curries,Minute Khana,Dal Tadka,19000102
S B Markplus Private Limited-2,Minute Khana Mutter Paneer,FO114503000600000D,2712,Mutter Paneer 300 GM*6 KG,111290,20,Yes,5,0,30.03003003,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08/07/25,08/07/26,342,0.936986301,101.3980857,165,10139.81,3044.987559,RTE Curries,Minute Khana,Mutter Paneer,19000102
S B Markplus Private Limited-2,Minute Khana Biryani,FO176102000400000D,2730,Biryani 200 GM*4 KG,111290,20,Yes,3,0,12,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08/07/25,08/07/26,342,0.936986301,49.16277059,80,2949.762,589.9532471,RTE Curries,Minute Khana,Biryani,19000102
