Sales Organization,Supplying Plant,Bill Type,Billing Type Description,Supplying Plant GSTIN,Customer Group,Customer Group Name,Sales District,ODN No. - Reference Field,Invoice Number,Sold-to Party,Sold to Party Name,Customer City,Supplying State,Bill to Party GSTIN,Bill to State Name,Material,Material Description,Actual billed Quantiy - CAR,Actual billed quantity in PAK,Actual billed quantity in KG,HSN/SAC,Tax Amount,IGST Rate,IGST Amt,CGST_RATE,CGST Amt,SGST_RATE,SGST Amount,UGST Rate,UGST Amt,Net Amount INR,Gross amount INR,YMRP %,Retailer Price,Dist Price,SS PKT PRICE,MTD PKT PRICE,INST PKT PRICE,_INST PKT,No of pcs in Laddi,Grams of FG,Batch Base Mrp,Distribution Channel,Division,Material Group Desc_,Vehicle Number,Transporter,Transporter Name,Vehicle Type,Sales Doc./Purchase Order,Ack No,Ship to Outlet Location,Batch,Exp.Date,Item _SD_,Material Net Weight,Date of Manufacture,Invoice Date,Actual billed quantity
1100,HM51,YDOM,Inv - Domestic Sales,09AAGCH6000C1Z3,Y1,Super Stockiest,NORTH,TI25090106009877,2515101098,19000102,S B Markplus Private Limited,Delhi,9,07AARCS1463K1ZV,Delhi,FD062900401000000D,Palak Sev MRP 10|40 GM*10 KG,35,8750,350,21069099,7201.24,12,7201.24,0,0,0,0,0,0,60010.32,67211.56,10,7.4999,7.0093,6.8584,7.0093,7.0093,10,40,875,10,DO,F0,Namkeen,DL01GE4255,19000059,S B Markplus Private Limited,TROLLA,20023060,1.42517E+14,161310,PAEE06,03/10/25,266,350,06/05/25,07/05/25,35
1100,HM51,YDOM,Inv - Domestic Sales,09AAGCH6000C1Z3,Y1,Super Stockiest,NORTH,TI25090106009877,2515101098,19000102,S B Markplus Private Limited,Delhi,9,07AARCS1463K1ZV,Delhi,FD062900401000000D,Palak Sev MRP 10|40 GM*10 KG,7,1750,70,21069099,1440.25,12,1440.25,0,0,0,0,0,0,12002.06,13442.31,10,7.4999,7.0093,6.8584,7.0093,7.0093,10,40,175,10,DO,F0,Namkeen,DL01GE4255,19000059,S B Markplus Private Limited,TROLLA,20023060,1.42517E+14,161310,PAEE04,01/10/25,264,70,04/05/25,07/05/25,7
1100,HM51,YDOM,Inv - Domestic Sales,09AAGCH6000C1Z3,Y1,Super Stockiest,NORTH,TI25090106009877,2515101098,19000102,S B Markplus Private Limited,Delhi,9,07AARCS1463K1ZV,Delhi,FD062900401000000D,Palak Sev MRP 10|40 GM*10 KG,10,2500,100,21069099,2057.5,12,2057.5,0,0,0,0,0,0,17145.81,19203.31,10,7.4999,7.0093,6.8584,7.0093,7.0093,10,40,250,10,DO,F0,Namkeen,DL01GE4255,19000059,S B Markplus Private Limited,TROLLA,20023060,1.42517E+14,161310,PAEE05,02/10/25,265,100,05/05/25,07/05/25,10
1100,HM51,YDOM,Inv - Domestic Sales,09AAGCH6000C1Z3,Y1,Super Stockiest,NORTH,TI25090106009846,2515101093,19000740,S B Markplus Private Limited,New Delhi,9,07AARCS1463K1ZV,Delhi,FD016600450810000D,Bhavnagri Gathiya MRP 10|45 GM*8.1 KG,100,18000,810,21069099,14813.98,12,14813.98,0,0,0,0,0,0,123449.8,138263.78,10,7.4999,7.0093,6.8584,7.0093,7.0093,12,45,1500,10,DO,F0,Namkeen,HR55Y5703,19000059,S B Markplus Private Limited,TROLLA,20025091,1.42517E+14,162617,PAEE06,08/09/25,233,810,06/05/25,07/05/25,100
1100,HM51,YDOM,Inv - Domestic Sales,09AAGCH6000C1Z3,Y1,Super Stockiest,NORTH,TI25090106009877,2515101098,19000102,S B Markplus Private Limited,Delhi,9,07AARCS1463K1ZV,Delhi,FD061800401008000D,Nimbu Masala MRP 10|40GM*10.08KG,17,4284,171.36,21069099,3525.73,12,3525.73,0,0,0,0,0,0,29381.06,32906.79,10,7.4999,7.0093,6.8584,7.0093,7.0093,12,40,357,10,DO,F0,Namkeen,DL01GE4255,19000059,S B Markplus Private Limited,TROLLA,20025082,1.42517E+14,161310,PAEE06,03/09/25,275,171.36,06/05/25,07/05/25,17
1100,HM51,YDOM,Inv - Domestic Sales,09AAGCH6000C1Z3,Y1,Super Stockiest,NORTH,TI25090106009877,2515101098,19000102,S B Markplus Private Limited,Delhi,9,07AARCS1463K1ZV,Delhi,FD061800401008000D,Nimbu Masala MRP 10|40GM*10.08KG,50,12600,504,21069099,10369.78,12,10369.78,0,0,0,0,0,0,86414.86,96784.64,10,7.4999,7.0093,6.8584,7.0093,7.0093,12,40,1050,10,DO,F0,Namkeen,DL01GE4255,19000059,S B Markplus Private Limited,TROLLA,20024687,1.42517E+14,161310,PAEE06,03/09/25,269,504,06/05/25,07/05/25,50
1100,HM51,YDOM,Inv - Domestic Sales,09AAGCH6000C1Z3,Y1,Super Stockiest,NORTH,TI25090106009877,2515101098,19000102,S B Markplus Private Limited,Delhi,9,07AARCS1463K1ZV,Delhi,FD061800401008000D,Nimbu Masala MRP 10|40GM*10.08KG,4,1008,40.32,21069099,829.58,12,829.58,0,0,0,0,0,0,6913.19,7742.77,10,7.4999,7.0093,6.8584,7.0093,7.0093,12,40,84,10,DO,F0,Namkeen,DL01GE4255,19000059,S B Markplus Private Limited,TROLLA,20021625,1.42517E+14,161310,PAEE06,03/09/25,260,40.32,06/05/25,07/05/25,4
1100,HM51,YDOM,Inv - Domestic Sales,09AAGCH6000C1Z3,Y1,Super Stockiest,NORTH,TI25090106009846,2515101093,19000740,S B Markplus Private Limited,New Delhi,9,07AARCS1463K1ZV,Delhi,FD016600450810000D,Bhavnagri Gathiya MRP 10|45 GM*8.1 KG,33,5940,267.3,21069099,4888.61,12,4888.61,0,0,0,0,0,0,40738.43,45627.04,10,7.4999,7.0093,6.8584,7.0093,7.0093,12,45,495,10,DO,F0,Namkeen,HR55Y5703,19000059,S B Markplus Private Limited,TROLLA,20024570,1.42517E+14,162617,PAEE05,07/09/25,225,267.3,05/05/25,07/05/25,33
1100,HM51,YDOM,Inv - Domestic Sales,09AAGCH6000C1Z3,Y1,Super Stockiest,NORTH,TI25090106009846,2515101093,19000740,S B Markplus Private Limited,New Delhi,9,07AARCS1463K1ZV,Delhi,FD016600450810000D,Bhavnagri Gathiya MRP 10|45 GM*8.1 KG,26,4680,210.6,21069099,3851.63,12,3851.63,0,0,0,0,0,0,32096.94,35948.57,10,7.4999,7.0093,6.8584,7.0093,7.0093,12,45,390,10,DO,F0,Namkeen,HR55Y5703,19000059,S B Markplus Private Limited,TROLLA,20024570,1.42517E+14,162617,PAEE04,06/09/25,224,210.6,04/05/25,07/05/25,26
1100,HM51,YDOM,Inv - Domestic Sales,09AAGCH6000C1Z3,Y1,Super Stockiest,NORTH,TI25090106009846,2515101093,19000740,S B Markplus Private Limited,New Delhi,9,07AARCS1463K1ZV,Delhi,FD016600450810000D,Bhavnagri Gathiya MRP 10|45 GM*8.1 KG,2,360,16.2,21069099,296.28,12,296.28,0,0,0,0,0,0,2469,2765.28,10,7.4999,7.0093,6.8584,7.0093,7.0093,12,45,30,10,DO,F0,Namkeen,HR55Y5703,19000059,S B Markplus Private Limited,TROLLA,20024570,1.42517E+14,162617,PAEE02,04/09/25,223,16.2,02/05/25,07/05/25,2
1100,HM51,YDOM,Inv - Domestic Sales,09AAGCH6000C1Z3,Y1,Super Stockiest,NORTH,TI25090106009846,2515101093,19000740,S B Markplus Private Limited,New Delhi,9,07AARCS1463K1ZV,Delhi,FD016600450810000D,Bhavnagri Gathiya MRP 10|45 GM*8.1 KG,89,16020,720.9,21069099,13184.44,12,13184.44,0,0,0,0,0,0,109870.32,123054.76,10,7.4999,7.0093,6.8584,7.0093,7.0093,12,45,1335,10,DO,F0,Namkeen,HR55Y5703,19000059,S B Markplus Private Limited,TROLLA,20024570,1.42517E+14,162617,PAEE06,08/09/25,226,720.9,06/05/25,07/05/25,89
1100,HM54,YTPS,Inv - Third Party,09AAGCH6000C1Z3,Y1,Super Stockiest,NORTH,TI25090106021603,2518200850,19000102,S B Markplus Private Limited,,9,07AARCS1463K1ZV,Delhi,FD049600380950000D,Malai Sev 38 GM * 9.5 KG,100,25000,950,21069099,20574.97,12,20574.97,0,0,0,0,0,0,171458.06,192033.03,10,7.4999,7.0093,6.8584,7.0093,7.0093,25,38,1000,10,DO,F0,Namkeen,,,E Wheels And Logistics,,80015703,1.42518E+14,,,NULL,10,950,NULL,16/06/25,100
1100,HM51,YDOM,Inv - Domestic Sales,09AAGCH6000C1Z3,Y1,Super Stockiest,NORTH,TI25090106010120,2515101118,19000740,S B Markplus Private Limited,New Delhi,9,07AARCS1463K1ZV,Delhi,FD089300420840000D,Teekha Meetha MRP 10|42 GM*8.4 KG,15,3000,126,21069099,2469,12,2469,0,0,0,0,0,0,20574.97,23043.97,10,7.4999,7.0093,6.8584,7.0093,7.0093,10,42,300,10,DO,F0,Namkeen,UP14KT2919,19000059,S B Markplus Private Limited,TRUCK,20024570,1.42517E+14,162617,PAED13,11/08/25,374,126,13/04/25,08/05/25,15
1100,HM54,YTPS,Inv - Third Party,09AAGCH6000C1Z3,Y1,Super Stockiest,NORTH,TI25090106002387,2518200093,19000102,S B Markplus Private Limited,,9,07AARCS1463K1ZV,Delhi,FD049600380950000D,Malai Sev 38 GM * 9.5 KG,297,74250,2821.5,21069099,61107.65,12,61107.65,0,0,0,0,0,0,509230.44,570338.09,10,7.4999,7.0093,6.8584,7.0093,7.0093,25,38,2970,10,DO,F0,Namkeen,,,E Wheels And Logistics,,80001039,1.42517E+14,,,NULL,10,2821.5,NULL,11/04/25,297
1100,HM52,YDOM,Inv - Domestic Sales,09AAGCH6000C1Z3,Y1,Super Stockiest,NORTH,TI25090106015580,2516101585,19000102,S B Markplus Private Limited,Delhi,9,07AARCS1463K1ZV,Delhi,FD572400381094400D,Shahi Dal Biji MRP 10|38GM*10.944KG,32,9216,350.208,21069099,7584.75,12,7584.75,0,0,0,0,0,0,63206.29,70791.04,10,7.4999,7.0093,6.8584,7.0093,7.0093,12,38,768,10,DO,F0,Namkeen,HR55Y5703,19000059,S B Markplus Private Limited,,20035960,1.42517E+14,161310,PBEE23,20/09/25,121,350.21,23/05/25,25/05/25,32
1100,HM52,YDOM,Inv - Domestic Sales,09AAGCH6000C1Z3,Y1,Super Stockiest,NORTH,TI25090106015580,2516101585,19000102,S B Markplus Private Limited,Delhi,9,07AARCS1463K1ZV,Delhi,FD029000421108800D,Fatafat Bhel MRP 10|42GM*11.088KG,74,19536,820.512,21069099,16078.1,12,16078.1,0,0,0,0,0,0,133984.19,150062.29,10,7.4999,7.0093,6.8584,7.0093,7.0093,12,42,1628,10,DO,F0,Namkeen,HR55Y5703,19000059,S B Markplus Private Limited,,20036393,1.42517E+14,161310,PBEE23,20/09/25,124,820.51,23/05/25,25/05/25,74
1100,HM52,YDOM,Inv - Domestic Sales,09AAGCH6000C1Z3,Y1,Super Stockiest,NORTH,TI25090106015580,2516101585,19000102,S B Markplus Private Limited,Delhi,9,07AARCS1463K1ZV,Delhi,FD029000421108800D,Fatafat Bhel MRP 10|42GM*11.088KG,20,5280,221.76,21069099,4345.43,12,4345.43,0,0,0,0,0,0,36211.95,40557.38,10,7.4999,7.0093,6.8584,7.0093,7.0093,12,42,440,10,DO,F0,Namkeen,HR55Y5703,19000059,S B Markplus Private Limited,,20036393,1.42517E+14,161310,PBEE25,22/09/25,125,221.76,25/05/25,25/05/25,20
1100,HM52,YDOM,Inv - Domestic Sales,09AAGCH6000C1Z3,Y1,Super Stockiest,NORTH,TI25090106015580,2516101585,19000102,S B Markplus Private Limited,Delhi,9,07AARCS1463K1ZV,Delhi,FD572400381094400D,Shahi Dal Biji MRP 10|38GM*10.944KG,18,5184,196.992,21069099,4266.42,12,4266.42,0,0,0,0,0,0,35553.54,39819.96,10,7.4999,7.0093,6.8584,7.0093,7.0093,12,38,432,10,DO,F0,Namkeen,HR55Y5703,19000059,S B Markplus Private Limited,,20035960,1.42517E+14,161310,PBEE24,21/09/25,122,196.99,24/05/25,25/05/25,18
1100,HM52,YDOM,Inv - Domestic Sales,09AAGCH6000C1Z3,Y1,Super Stockiest,NORTH,TI25090106015580,2516101585,19000102,S B Markplus Private Limited,Delhi,9,07AARCS1463K1ZV,Delhi,FD572400381094400D,Shahi Dal Biji MRP 10|38GM*10.944KG,9,2592,98.496,21069099,2133.21,12,2133.21,0,0,0,0,0,0,17776.77,19909.98,10,7.4999,7.0093,6.8584,7.0093,7.0093,12,38,216,10,DO,F0,Namkeen,HR55Y5703,19000059,S B Markplus Private Limited,,20036393,1.42517E+14,161310,PBEE24,21/09/25,129,98.5,24/05/25,25/05/25,9
1100,HW06,YDOM,Inv - Domestic Sales,06AAGCH6000C1Z9,Y1,Super Stockiest,NORTH,TI25060105000197,2505100197,19000102,S B Markplus Private Limited,Delhi,6,07AARCS1463K1ZV,Delhi,FD055800351050000D,Masala Moong Dal MRP 10|35 GM*10.5 KG,10,3000,105,21069099,2469,12,2469,0,0,0,0,0,0,20574.97,23043.97,10,7.4999,7.0093,6.8584,7.0093,7.0093,12,35,250,10,DO,F0,Namkeen,RJ09GE3442,19000102,S B Markplus Private Limited,TROLLA,20008442,1.32522E+14,161310,HAEC30B,27/08/25,51,105,30/03/25,15/04/25,10
1100,HW06,YDOM,Inv - Domestic Sales,06AAGCH6000C1Z9,Y1,Super Stockiest,NORTH,TI25060105001551,2505101551,19000102,S B Markplus Private Limited,Delhi,6,07AARCS1463K1ZV,Delhi,FD055800351050000D,Masala Moong Dal MRP 10|35 GM*10.5 KG,10,3000,105,21069099,2469,12,2469,0,0,0,0,0,0,20574.97,23043.97,10,7.4999,7.0093,6.8584,7.0093,7.0093,12,35,250,10,DO,F0,Namkeen,RJ09GE3442,19000102,S B Markplus Private Limited,TROLLA,20080234,1.32523E+14,161310,HAEF29B,26/11/25,61,105,29/06/25,11/07/25,10
1100,HW06,YDOM,Inv - Domestic Sales,06AAGCH6000C1Z9,Y1,Super Stockiest,NORTH,TI25060105001808,2505101808,19000102,S B Markplus Private Limited,Delhi,6,07AARCS1463K1ZV,Delhi,FD055800351050000D,Masala Moong Dal MRP 10|35 GM*10.5 KG,10,3000,105,21069099,2469,12,2469,0,0,0,0,0,0,20574.97,23043.97,10,7.4999,7.0093,6.8584,7.0093,7.0093,12,35,250,10,DO,F0,Namkeen,RJ09GE3442,19000102,S B Markplus Private Limited,TROLLA,20095438,1.32523E+14,161310,HAEF29B,26/11/25,51,105,29/06/25,28/07/25,10
1100,HW06,YDOM,Inv - Domestic Sales,06AAGCH6000C1Z9,Y1,Super Stockiest,NORTH,TI25060105000990,2505100990,19000102,S B Markplus Private Limited,Delhi,6,07AARCS1463K1ZV,Delhi,FD055800351050000D,Masala Moong Dal MRP 10|35 GM*10.5 KG,10,3000,105,21069099,2469,12,2469,0,0,0,0,0,0,20574.97,23043.97,10,7.4999,7.0093,6.8584,7.0093,7.0093,12,35,250,10,DO,F0,Namkeen,RJ09GE3442,19000102,S B Markplus Private Limited,TROLLA,20048301,1.32522E+14,161310,HAEE30C,27/10/25,121,105,30/05/25,06/06/25,10
1100,HW06,YDOM,Inv - Domestic Sales,06AAGCH6000C1Z9,Y1,Super Stockiest,NORTH,TI25060105000409,2505100409,19000102,S B Markplus Private Limited,Delhi,6,07AARCS1463K1ZV,Delhi,FD055800351050000D,Masala Moong Dal MRP 10|35 GM*10.5 KG,1,300,10.5,21069099,246.9,12,246.9,0,0,0,0,0,0,2057.5,2304.4,10,7.4999,7.0093,6.8584,7.0093,7.0093,12,35,25,10,DO,F0,Namkeen,RJ09GE3442,19000102,S B Markplus Private Limited,TROLLA,20018736,1.32522E+14,161310,HAEC30B,27/08/25,51,10.5,30/03/25,28/04/25,1
1100,HW06,YDOM,Inv - Domestic Sales,06AAGCH6000C1Z9,Y1,Super Stockiest,NORTH,TI25060105000017,2505100017,19000102,S B Markplus Private Limited,,6,07AARCS1463K1ZV,Delhi,FD060300351050002D,Moong Dal MRP 10|35 GM*10.5 KG,10,3000,105,21069099,2469,12,2469,0,0,0,0,0,0,20574.97,23043.97,10,7.4999,7.0093,6.8584,7.0093,7.0093,12,35,250,10,DO,F0,Namkeen,RJ09GE3442,19000102,S B Markplus Private Limited,,20000763,1.32522E+14,,HAEC24A,21/08/25,21,105,24/03/25,04/04/25,10
1100,HW06,YDOM,Inv - Domestic Sales,06AAGCH6000C1Z9,Y1,Super Stockiest,NORTH,TI25060105000017,2505100017,19000102,S B Markplus Private Limited,,6,07AARCS1463K1ZV,Delhi,FD060300351050002D,Moong Dal MRP 10|35 GM*10.5 KG,220,66000,2310,21069099,54317.91,12,54317.91,0,0,0,0,0,0,452649.29,506967.2,10,7.4999,7.0093,6.8584,7.0093,7.0093,12,35,5500,10,DO,F0,Namkeen,RJ09GE3442,19000102,S B Markplus Private Limited,,20000763,1.32522E+14,,HAED02A,30/08/25,22,2310,02/04/25,04/04/25,220
1100,HW06,YDOM,Inv - Domestic Sales,06AAGCH6000C1Z9,Y1,Super Stockiest,NORTH,TI25060105000720,2505100720,19000059,S B Markplus Private Limited,Delhi,6,07AARCS1463K1ZV,Delhi,FD060300351050002D,Moong Dal MRP 10|35 GM*10.5 KG,1,300,10.5,21069099,246.9,12,246.9,0,0,0,0,0,0,2057.5,2304.4,10,7.4999,7.0093,6.8584,7.0093,7.0093,12,35,25,10,DO,F0,Namkeen,DL01GE2712,19000059,S B Markplus Private Limited,TROLLA,20033103,1.32522E+14,161252,HAEE17C,14/10/25,21,10.5,17/05/25,20/05/25,1
1100,HW06,YDOM,Inv - Domestic Sales,06AAGCH6000C1Z9,Y1,Super Stockiest,NORTH,TI25060105000720,2505100720,19000059,S B Markplus Private Limited,Delhi,6,07AARCS1463K1ZV,Delhi,FD060300351050002D,Moong Dal MRP 10|35 GM*10.5 KG,60,18000,630,21069099,14813.98,12,14813.98,0,0,0,0,0,0,123449.8,138263.78,10,7.4999,7.0093,6.8584,7.0093,7.0093,12,35,1500,10,DO,F0,Namkeen,DL01GE2712,19000059,S B Markplus Private Limited,TROLLA,20033103,1.32522E+14,161252,HAEE19B,16/10/25,23,630,19/05/25,20/05/25,60
1100,HW06,YDOM,Inv - Domestic Sales,06AAGCH6000C1Z9,Y1,Super Stockiest,NORTH,TI25060105000699,2505100699,19000059,S B Markplus Private Limited,Delhi,6,07AARCS1463K1ZV,Delhi,FD060300351050002D,Moong Dal MRP 10|35 GM*10.5 KG,1,300,10.5,21069099,246.9,12,246.9,0,0,0,0,0,0,2057.5,2304.4,10,7.4999,7.0093,6.8584,7.0093,7.0093,12,35,25,10,DO,F0,Namkeen,DL01GE4219,19000059,S B Markplus Private Limited,TROLLA,20033103,1.32522E+14,161252,HAEE18A,15/10/25,22,10.5,18/05/25,19/05/25,1
1100,HW06,YDOM,Inv - Domestic Sales,06AAGCH6000C1Z9,Y1,Super Stockiest,NORTH,TI25060105000699,2505100699,19000059,S B Markplus Private Limited,Delhi,6,07AARCS1463K1ZV,Delhi,FD060300351050002D,Moong Dal MRP 10|35 GM*10.5 KG,121,36300,1270.5,21069099,29874.85,12,29874.85,0,0,0,0,0,0,248957.1,278831.95,10,7.4999,7.0093,6.8584,7.0093,7.0093,12,35,3025,10,DO,F0,Namkeen,DL01GE4219,19000059,S B Markplus Private Limited,TROLLA,20033103,1.32522E+14,161252,HAEE18C,15/10/25,23,1270.5,18/05/25,19/05/25,121
1100,HW06,YDOM,Inv - Domestic Sales,06AAGCH6000C1Z9,Y1,Super Stockiest,NORTH,TI25060105000701,2505100701,19000059,S B Markplus Private Limited,Delhi,6,07AARCS1463K1ZV,Delhi,FD060300351050002D,Moong Dal MRP 10|35 GM*10.5 KG,40,12000,420,21069099,9875.98,12,9875.98,0,0,0,0,0,0,82299.87,92175.85,10,7.4999,7.0093,6.8584,7.0093,7.0093,12,35,1000,10,DO,F0,Namkeen,HR38V2503,19000059,S B Markplus Private Limited,TROLLA,20033103,1.32522E+14,161252,HAEE19A,16/10/25,27,420,19/05/25,19/05/25,40
1100,HW06,YDOM,Inv - Domestic Sales,06AAGCH6000C1Z9,Y1,Super Stockiest,NORTH,TI25060105000701,2505100701,19000059,S B Markplus Private Limited,Delhi,6,07AARCS1463K1ZV,Delhi,FD060300351050002D,Moong Dal MRP 10|35 GM*10.5 KG,11,3300,115.5,21069099,2715.9,12,2715.9,0,0,0,0,0,0,22632.47,25348.37,10,7.4999,7.0093,6.8584,7.0093,7.0093,12,35,275,10,DO,F0,Namkeen,HR38V2503,19000059,S B Markplus Private Limited,TROLLA,20033103,1.32522E+14,161252,HAEE18A,15/10/25,24,115.5,18/05/25,19/05/25,11
1100,HW06,YDOM,Inv - Domestic Sales,06AAGCH6000C1Z9,Y1,Super Stockiest,NORTH,TI25060105000720,2505100720,19000059,S B Markplus Private Limited,Delhi,6,07AARCS1463K1ZV,Delhi,FD060300351050002D,Moong Dal MRP 10|35 GM*10.5 KG,10,3000,105,21069099,2469,12,2469,0,0,0,0,0,0,20574.97,23043.97,10,7.4999,7.0093,6.8584,7.0093,7.0093,12,35,250,10,DO,F0,Namkeen,DL01GE2712,19000059,S B Markplus Private Limited,TROLLA,20033103,1.32522E+14,161252,HAEE20A,17/10/25,24,105,20/05/25,20/05/25,10
1100,HW06,YDOM,Inv - Domestic Sales,06AAGCH6000C1Z9,Y1,Super Stockiest,NORTH,TI25060105000701,2505100701,19000059,S B Markplus Private Limited,Delhi,6,07AARCS1463K1ZV,Delhi,FD060300351050002D,Moong Dal MRP 10|35 GM*10.5 KG,160,48000,1680,21069099,39503.94,12,39503.94,0,0,0,0,0,0,329199.48,368703.42,10,7.4999,7.0093,6.8584,7.0093,7.0093,12,35,4000,10,DO,F0,Namkeen,HR38V2503,19000059,S B Markplus Private Limited,TROLLA,20033103,1.32522E+14,161252,HAEE18C,15/10/25,26,1680,18/05/25,19/05/25,160
1100,HW06,YDOM,Inv - Domestic Sales,06AAGCH6000C1Z9,Y1,Super Stockiest,NORTH,TI25060105000699,2505100699,19000059,S B Markplus Private Limited,Delhi,6,07AARCS1463K1ZV,Delhi,FD060300351050002D,Moong Dal MRP 10|35 GM*10.5 KG,2,600,21,21069099,493.8,12,493.8,0,0,0,0,0,0,4114.99,4608.79,10,7.4999,7.0093,6.8584,7.0093,7.0093,12,35,50,10,DO,F0,Namkeen,DL01GE4219,19000059,S B Markplus Private Limited,TROLLA,20033103,1.32522E+14,161252,HAEE16A,13/10/25,21,21,16/05/25,19/05/25,2
1100,HW06,YDOM,Inv - Domestic Sales,06AAGCH6000C1Z9,Y1,Super Stockiest,NORTH,TI25060105000701,2505100701,19000059,S B Markplus Private Limited,Delhi,6,07AARCS1463K1ZV,Delhi,FD060300351050002D,Moong Dal MRP 10|35 GM*10.5 KG,28,8400,294,21069099,6913.19,12,6913.19,0,0,0,0,0,0,57609.91,64523.1,10,7.4999,7.0093,6.8584,7.0093,7.0093,12,35,700,10,DO,F0,Namkeen,HR38V2503,19000059,S B Markplus Private Limited,TROLLA,20033103,1.32522E+14,161252,HAEE17C,14/10/25,23,294,17/05/25,19/05/25,28
1100,HW06,YDOM,Inv - Domestic Sales,06AAGCH6000C1Z9,Y1,Super Stockiest,NORTH,TI25060105000700,2505100700,19000059,S B Markplus Private Limited,Delhi,6,07AARCS1463K1ZV,Delhi,FD060300351050002D,Moong Dal MRP 10|35 GM*10.5 KG,76,22800,798,21069099,18764.37,12,18764.37,0,0,0,0,0,0,156369.76,175134.13,10,7.4999,7.0093,6.8584,7.0093,7.0093,12,35,1900,10,DO,F0,Namkeen,DL01GE4219,19000059,S B Markplus Private Limited,TROLLA,20033103,1.32522E+14,161252,HAEE18C,15/10/25,21,798,18/05/25,19/05/25,76
1100,HW06,YDOM,Inv - Domestic Sales,06AAGCH6000C1Z9,Y1,Super Stockiest,NORTH,TI25060105000701,2505100701,19000059,S B Markplus Private Limited,Delhi,6,07AARCS1463K1ZV,Delhi,FD060300351050002D,Moong Dal MRP 10|35 GM*10.5 KG,1,300,10.5,21069099,246.9,12,246.9,0,0,0,0,0,0,2057.5,2304.4,10,7.4999,7.0093,6.8584,7.0093,7.0093,12,35,25,10,DO,F0,Namkeen,HR38V2503,19000059,S B Markplus Private Limited,TROLLA,20033103,1.32522E+14,161252,HAEE17B,14/10/25,22,10.5,17/05/25,19/05/25,1
1100,HW06,YDOM,Inv - Domestic Sales,06AAGCH6000C1Z9,Y1,Super Stockiest,NORTH,TI25060105000720,2505100720,19000059,S B Markplus Private Limited,Delhi,6,07AARCS1463K1ZV,Delhi,FD060300351050002D,Moong Dal MRP 10|35 GM*10.5 KG,19,5700,199.5,21069099,4691.09,12,4691.09,0,0,0,0,0,0,39092.45,43783.54,10,7.4999,7.0093,6.8584,7.0093,7.0093,12,35,475,10,DO,F0,Namkeen,DL01GE2712,19000059,S B Markplus Private Limited,TROLLA,20033103,1.32522E+14,161252,HAEE19A,16/10/25,22,199.5,19/05/25,20/05/25,19
1100,HW06,YDOM,Inv - Domestic Sales,06AAGCH6000C1Z9,Y1,Super Stockiest,NORTH,TI25060105000701,2505100701,19000059,S B Markplus Private Limited,Delhi,6,07AARCS1463K1ZV,Delhi,FD060300351050002D,Moong Dal MRP 10|35 GM*10.5 KG,1,300,10.5,21069099,246.9,12,246.9,0,0,0,0,0,0,2057.5,2304.4,10,7.4999,7.0093,6.8584,7.0093,7.0093,12,35,25,10,DO,F0,Namkeen,HR38V2503,19000059,S B Markplus Private Limited,TROLLA,20033103,1.32522E+14,161252,HAEE14A,11/10/25,21,10.5,14/05/25,19/05/25,1
1100,HW06,YDOM,Inv - Domestic Sales,06AAGCH6000C1Z9,Y1,Super Stockiest,NORTH,TI25060105000701,2505100701,19000059,S B Markplus Private Limited,Delhi,6,07AARCS1463K1ZV,Delhi,FD060300351050002D,Moong Dal MRP 10|35 GM*10.5 KG,209,62700,2194.5,21069099,51602.02,12,51602.02,0,0,0,0,0,0,430016.83,481618.85,10,7.4999,7.0093,6.8584,7.0093,7.0093,12,35,5225,10,DO,F0,Namkeen,HR38V2503,19000059,S B Markplus Private Limited,TROLLA,20033103,1.32522E+14,161252,HAEE18B,15/10/25,25,2194.5,18/05/25,19/05/25,209
1100,HW06,YDOM,Inv - Domestic Sales,06AAGCH6000C1Z9,Y1,Super Stockiest,NORTH,TI25060105001751,2505101751,19000059,S B Markplus Private Limited,Delhi,6,07AARCS1463K1ZV,Delhi,FD060300351050002D,Moong Dal MRP 10|35 GM*10.5 KG,20,6000,210,21069099,4937.99,12,4937.99,0,0,0,0,0,0,41149.93,46087.92,10,7.4999,7.0093,6.8584,7.0093,7.0093,12,35,500,10,DO,F0,Namkeen,DL01GE4512,19000059,S B Markplus Private Limited,TROLLA,20092320,1.32523E+14,161252,HAEG24B,10/12/25,26,210,13/07/25,25/07/25,20
1100,HW06,YDOM,Inv - Domestic Sales,06AAGCH6000C1Z9,Y1,Super Stockiest,NORTH,TI25060105001238,2505101238,19000059,S B Markplus Private Limited,Delhi,6,07AARCS1463K1ZV,Delhi,FD060300351050002D,Moong Dal MRP 10|35 GM*10.5 KG,40,12000,420,21069099,9875.98,12,9875.98,0,0,0,0,0,0,82299.87,92175.85,10,7.4999,7.0093,6.8584,7.0093,7.0093,12,35,1000,10,DO,F0,Namkeen,DL01GE2712,19000059,S B Markplus Private Limited,TROLLA,20062249,1.32523E+14,161252,HAEF21A,18/11/25,22,420,21/06/25,21/06/25,40
